region_id,station_id,external_id,name,short_name,lat,lon,rental_methods,capacity,rental_url,electric_bike_surcharge_waiver,eightd_has_key_dispenser,has_kiosk,City
3,74,83b33e8d-bf8c-4a2a-8ee3-942834af27b4,Laguna St at Hayes St,SF-J21,37.7764348192047,-122.426244020462,KEY,27,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=74,FALSE,FALSE,TRUE,San Francisco
3,74,83b33e8d-bf8c-4a2a-8ee3-942834af27b4,Laguna St at Hayes St,SF-J21,37.7764348192047,-122.426244020462,CREDITCARD,27,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=74,FALSE,FALSE,TRUE,San Francisco
3,3,1b13a386-c5f4-42cc-bc3b-ded95982e090,Powell St BART Station (Market St at 4th St),SF-G27,37.7863752686158,-122.40490436554,KEY,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=3,FALSE,FALSE,TRUE,San Francisco
3,3,1b13a386-c5f4-42cc-bc3b-ded95982e090,Powell St BART Station (Market St at 4th St),SF-G27,37.7863752686158,-122.40490436554,CREDITCARD,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=3,FALSE,FALSE,TRUE,San Francisco
3,4,a00d04e6-0159-466a-b3ab-23f9550f418c,Cyril Magnin St at Ellis St,SF-G26,37.7858806269413,-122.408915008432,KEY,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=4,FALSE,FALSE,TRUE,San Francisco
3,4,a00d04e6-0159-466a-b3ab-23f9550f418c,Cyril Magnin St at Ellis St,SF-G26,37.7858806269413,-122.408915008432,CREDITCARD,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=4,FALSE,FALSE,TRUE,San Francisco
3,5,a1e0b4b2-2c5c-4201-a78c-9e8a2152ab4e,Powell St BART Station (Market St at 5th St),SF-H26,37.7838993570849,-122.408444881439,KEY,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=5,FALSE,FALSE,TRUE,San Francisco
3,5,a1e0b4b2-2c5c-4201-a78c-9e8a2152ab4e,Powell St BART Station (Market St at 5th St),SF-H26,37.7838993570849,-122.408444881439,CREDITCARD,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=5,FALSE,FALSE,TRUE,San Francisco
3,6,23a2bad4-3ea1-4545-87eb-acbee3efccfc,The Embarcadero at Sansome St,SF-A27,37.80477,-122.403234,KEY,23,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=6,FALSE,FALSE,TRUE,San Francisco
3,6,23a2bad4-3ea1-4545-87eb-acbee3efccfc,The Embarcadero at Sansome St,SF-A27,37.80477,-122.403234,CREDITCARD,23,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=6,FALSE,FALSE,TRUE,San Francisco
3,8,7c7ac914-40e5-426d-b9c4-f12b1a556be8,The Embarcadero at Vallejo St,SF-C28-1,37.799953,-122.398525,KEY,23,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=8,FALSE,FALSE,TRUE,San Francisco
3,8,7c7ac914-40e5-426d-b9c4-f12b1a556be8,The Embarcadero at Vallejo St,SF-C28-1,37.799953,-122.398525,CREDITCARD,23,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=8,FALSE,FALSE,TRUE,San Francisco
3,9,75f6691a-df0a-4d7a-8b35-e5ffe33add4f,Broadway at Battery St,SF-C28-2,37.7985721084626,-122.400868982077,KEY,19,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=9,FALSE,FALSE,TRUE,San Francisco
3,9,75f6691a-df0a-4d7a-8b35-e5ffe33add4f,Broadway at Battery St,SF-C28-2,37.7985721084626,-122.400868982077,CREDITCARD,19,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=9,FALSE,FALSE,TRUE,San Francisco
3,10,e5b0aca4-2ce6-49f8-82e8-8eed6e004147,Washington St at Kearny St,SF-D27,37.7953929372545,-122.404770255089,KEY,31,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=10,FALSE,FALSE,TRUE,San Francisco
3,10,e5b0aca4-2ce6-49f8-82e8-8eed6e004147,Washington St at Kearny St,SF-D27,37.7953929372545,-122.404770255089,CREDITCARD,31,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=10,FALSE,FALSE,TRUE,San Francisco
3,11,faad71bc-21e3-4ce1-8b84-63f782a91d1b,Davis St at Jackson St,SF-D28,37.79728,-122.398436,KEY,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=11,FALSE,FALSE,TRUE,San Francisco
3,11,faad71bc-21e3-4ce1-8b84-63f782a91d1b,Davis St at Jackson St,SF-D28,37.79728,-122.398436,CREDITCARD,35,http://app.fordgobike.com/Z6gL/SiFlGfIOTF?station_id=11,FALSE,FALSE,TRUE,San Francisco
